product_id;product_name;category;price;sales_count;discount_percent;rating;sale_date;region;seller_id;day_of_week;month;is_weekend;revenue;price_formatted;revenue_formatted
PROD_0001;Kopi Arabika;Makanan & Minuman;91300.0;20;0;3.9;2025-12-06;Bali;SELLER_001_1;5;12;1;1826000.0;Rp 91.300;Rp 1.826.000
PROD_0001;Kopi Arabika;Makanan & Minuman;92200.0;36;20;2.8;2025-12-07;Jawa Tengah;SELLER_001_3;6;12;1;2655400.0;Rp 92.200;Rp 2.655.400
PROD_0001;Kopi Arabika;Makanan & Minuman;99700.0;26;0;3.2;2025-12-08;Jawa Barat;SELLER_001_2;0;12;0;2592200.0;Rp 99.700;Rp 2.592.200
PROD_0001;Kopi Arabika;Makanan & Minuman;99600.0;20;0;3.5;2025-12-09;Kalimantan Timur;SELLER_001_2;1;12;0;1992000.0;Rp 99.600;Rp 1.992.000
PROD_0001;Kopi Arabika;Makanan & Minuman;91100.0;24;5;3.4;2025-12-10;Kalimantan Timur;SELLER_001_1;2;12;0;2077100.0;Rp 91.100;Rp 2.077.100
PROD_0001;Kopi Arabika;Makanan & Minuman;98900.0;28;0;3.9;2025-12-11;Jawa Barat;SELLER_001_2;3;12;0;2769200.0;Rp 98.900;Rp 2.769.200
PROD_0001;Kopi Arabika;Makanan & Minuman;95100.0;28;0;4.3;2025-12-12;Jawa Timur;SELLER_001_1;4;12;0;2662800.0;Rp 95.100;Rp 2.662.800
PROD_0001;Kopi Arabika;Makanan & Minuman;92100.0;21;5;3.8;2025-12-13;Jawa Barat;SELLER_001_2;5;12;1;1837400.0;Rp 92.100;Rp 1.837.400
PROD_0001;Kopi Arabika;Makanan & Minuman;95500.0;27;0;4.5;2025-12-14;Jawa Barat;SELLER_001_2;6;12;1;2578500.0;Rp 95.500;Rp 2.578.500
PROD_0001;Kopi Arabika;Makanan & Minuman;91200.0;24;5;2.5;2025-12-15;Sumatera Utara;SELLER_001_3;0;12;0;2079400.0;Rp 91.200;Rp 2.079.400
PROD_0001;Kopi Arabika;Makanan & Minuman;93000.0;27;0;3.1;2025-12-16;Sulawesi Selatan;SELLER_001_1;1;12;0;2511000.0;Rp 93.000;Rp 2.511.000
PROD_0001;Kopi Arabika;Makanan & Minuman;91900.0;20;0;3.7;2025-12-17;Jakarta;SELLER_001_1;2;12;0;1838000.0;Rp 91.900;Rp 1.838.000
PROD_0001;Kopi Arabika;Makanan & Minuman;91900.0;23;0;2.8;2025-12-18;Jawa Barat;SELLER_001_1;3;12;0;2113700.0;Rp 91.900;Rp 2.113.700
PROD_0001;Kopi Arabika;Makanan & Minuman;95500.0;29;5;2.9;2025-12-19;Jawa Timur;SELLER_001_3;4;12;0;2631000.0;Rp 95.500;Rp 2.631.000
PROD_0001;Kopi Arabika;Makanan & Minuman;97200.0;30;0;3.3;2025-12-20;Jawa Timur;SELLER_001_2;5;12;1;2916000.0;Rp 97.200;Rp 2.916.000
PROD_0001;Kopi Arabika;Makanan & Minuman;94800.0;24;0;3.3;2025-12-21;Bali;SELLER_001_1;6;12;1;2275200.0;Rp 94.800;Rp 2.275.200
PROD_0001;Kopi Arabika;Makanan & Minuman;98500.0;24;0;3.7;2025-12-22;Sumatera Utara;SELLER_001_1;0;12;0;2364000.0;Rp 98.500;Rp 2.364.000
PROD_0001;Kopi Arabika;Makanan & Minuman;91200.0;21;0;3.6;2025-12-23;Kalimantan Timur;SELLER_001_2;1;12;0;1915200.0;Rp 91.200;Rp 1.915.200
PROD_0001;Kopi Arabika;Makanan & Minuman;97400.0;21;0;4.0;2025-12-24;Sumatera Utara;SELLER_001_3;2;12;0;2045400.0;Rp 97.400;Rp 2.045.400
PROD_0001;Kopi Arabika;Makanan & Minuman;93300.0;14;10;2.4;2025-12-25;Kalimantan Timur;SELLER_001_1;3;12;0;1175600.0;Rp 93.300;Rp 1.175.600
PROD_0001;Kopi Arabika;Makanan & Minuman;95600.0;27;0;3.2;2025-12-26;Jakarta;SELLER_001_1;4;12;0;2581200.0;Rp 95.600;Rp 2.581.200
PROD_0001;Kopi Arabika;Makanan & Minuman;98400.0;30;0;3.5;2025-12-27;Kalimantan Timur;SELLER_001_3;5;12;1;2952000.0;Rp 98.400;Rp 2.952.000
PROD_0001;Kopi Arabika;Makanan & Minuman;94700.0;39;15;3.2;2025-12-28;Jakarta;SELLER_001_2;6;12;1;3139300.0;Rp 94.700;Rp 3.139.300
PROD_0001;Kopi Arabika;Makanan & Minuman;98200.0;18;0;3.6;2025-12-29;Jawa Barat;SELLER_001_1;0;12;0;1767600.0;Rp 98.200;Rp 1.767.600
PROD_0001;Kopi Arabika;Makanan & Minuman;91300.0;20;0;2.6;2025-12-30;Sulawesi Selatan;SELLER_001_1;1;12;0;1826000.0;Rp 91.300;Rp 1.826.000
PROD_0001;Kopi Arabika;Makanan & Minuman;96900.0;23;0;4.0;2025-12-31;Jakarta;SELLER_001_2;2;12;0;2228700.0;Rp 96.900;Rp 2.228.700
PROD_0001;Kopi Arabika;Makanan & Minuman;97300.0;23;0;4.5;2026-01-01;Sulawesi Selatan;SELLER_001_1;3;1;0;2237900.0;Rp 97.300;Rp 2.237.900
PROD_0001;Kopi Arabika;Makanan & Minuman;95600.0;19;0;3.3;2026-01-02;Sumatera Utara;SELLER_001_3;4;1;0;1816400.0;Rp 95.600;Rp 1.816.400
PROD_0001;Kopi Arabika;Makanan & Minuman;93200.0;32;0;3.2;2026-01-03;Jakarta;SELLER_001_1;5;1;1;2982400.0;Rp 93.200;Rp 2.982.400
PROD_0001;Kopi Arabika;Makanan & Minuman;91200.0;22;0;3.4;2026-01-04;Jawa Barat;SELLER_001_2;6;1;1;2006400.0;Rp 91.200;Rp 2.006.400
PROD_0001;Kopi Arabika;Makanan & Minuman;94000.0;12;0;3.0;2026-01-05;Sulawesi Selatan;SELLER_001_1;0;1;0;1128000.0;Rp 94.000;Rp 1.128.000
PROD_0002;Sambal Bu Rudy;Makanan & Minuman;151700.0;15;0;2.5;2025-10-08;Sumatera Utara;SELLER_002_1;2;10;0;2275500.0;Rp 151.700;Rp 2.275.500
PROD_0002;Sambal Bu Rudy;Makanan & Minuman;152900.0;17;0;3.5;2025-10-09;Kalimantan Timur;SELLER_002_2;3;10;0;2599300.0;Rp 152.900;Rp 2.599.300
PROD_0002;Sambal Bu Rudy;Makanan & Minuman;150300.0;25;15;3.8;2025-10-10;Bali;SELLER_002_1;4;10;0;3193900.0;Rp 150.300;Rp 3.193.900
PROD_0002;Sambal Bu Rudy;Makanan & Minuman;149800.0;20;0;3.7;2025-10-11;Sulawesi Selatan;SELLER_002_3;5;10;1;2996000.0;Rp 149.800;Rp 2.996.000
PROD_0002;Sambal Bu Rudy;Makanan & Minuman;153500.0;25;5;3.4;2025-10-12;Jawa Tengah;SELLER_002_2;6;10;1;3645600.0;Rp 153.500;Rp 3.645.600
PROD_0002;Sambal Bu Rudy;Makanan & Minuman;147800.0;21;0;3.2;2025-10-13;Kalimantan Timur;SELLER_002_2;0;10;0;3103800.0;Rp 147.800;Rp 3.103.800
PROD_0002;Sambal Bu Rudy;Makanan & Minuman;143600.0;20;0;4.5;2025-10-14;Jawa Timur;SELLER_002_2;1;10;0;2872000.0;Rp 143.600;Rp 2.872.000
PROD_0002;Sambal Bu Rudy;Makanan & Minuman;150700.0;21;0;3.4;2025-10-15;Sulawesi Selatan;SELLER_002_1;2;10;0;3164700.0;Rp 150.700;Rp 3.164.700
PROD_0002;Sambal Bu Rudy;Makanan & Minuman;143400.0;24;5;3.3;2025-10-16;Sulawesi Selatan;SELLER_002_2;3;10;0;3269500.0;Rp 143.400;Rp 3.269.500
PROD_0002;Sambal Bu Rudy;Makanan & Minuman;145600.0;18;20;3.2;2025-10-17;Sulawesi Selatan;SELLER_002_1;4;10;0;2096600.0;Rp 145.600;Rp 2.096.600
PROD_0002;Sambal Bu Rudy;Makanan & Minuman;146800.0;17;0;3.0;2025-10-18;Jawa Barat;SELLER_002_3;5;10;1;2495600.0;Rp 146.800;Rp 2.495.600
PROD_0002;Sambal Bu Rudy;Makanan & Minuman;147100.0;23;5;4.0;2025-10-19;Jawa Barat;SELLER_002_2;6;10;1;3214100.0;Rp 147.100;Rp 3.214.100
PROD_0002;Sambal Bu Rudy;Makanan & Minuman;149500.0;17;0;4.1;2025-10-20;Sulawesi Selatan;SELLER_002_2;0;10;0;2541500.0;Rp 149.500;Rp 2.541.500
PROD_0002;Sambal Bu Rudy;Makanan & Minuman;147700.0;14;0;2.6;2025-10-21;Bali;SELLER_002_3;1;10;0;2067800.0;Rp 147.700;Rp 2.067.800
PROD_0002;Sambal Bu Rudy;Makanan & Minuman;145300.0;22;10;2.5;2025-10-22;Bali;SELLER_002_2;2;10;0;2876900.0;Rp 145.300;Rp 2.876.900
PROD_0002;Sambal Bu Rudy;Makanan & Minuman;153200.0;21;0;3.1;2025-10-23;Jawa Barat;SELLER_002_1;3;10;0;3217200.0;Rp 153.200;Rp 3.217.200
PROD_0002;Sambal Bu Rudy;Makanan & Minuman;146200.0;16;0;3.3;2025-10-24;Jawa Timur;SELLER_002_3;4;10;0;2339200.0;Rp 146.200;Rp 2.339.200
PROD_0002;Sambal Bu Rudy;Makanan & Minuman;144500.0;30;0;3.2;2025-10-25;Sulawesi Selatan;SELLER_002_3;5;10;1;4335000.0;Rp 144.500;Rp 4.335.000
PROD_0002;Sambal Bu Rudy;Makanan & Minuman;146600.0;23;0;3.1;2025-10-26;Sumatera Utara;SELLER_002_2;6;10;1;3371800.0;Rp 146.600;Rp 3.371.800
PROD_0002;Sambal Bu Rudy;Makanan & Minuman;142200.0;23;10;3.2;2025-10-27;Sulawesi Selatan;SELLER_002_2;0;10;0;2943500.0;Rp 142.200;Rp 2.943.500
PROD_0002;Sambal Bu Rudy;Makanan & Minuman;148300.0;11;0;3.3;2025-10-28;Jakarta;SELLER_002_3;1;10;0;1631300.0;Rp 148.300;Rp 1.631.300
PROD_0002;Sambal Bu Rudy;Makanan & Minuman;146400.0;21;0;4.4;2025-10-29;Bali;SELLER_002_3;2;10;0;3074400.0;Rp 146.400;Rp 3.074.400
PROD_0002;Sambal Bu Rudy;Makanan & Minuman;151400.0;24;0;3.7;2025-10-30;Kalimantan Timur;SELLER_002_2;3;10;0;3633600.0;Rp 151.400;Rp 3.633.600
PROD_0002;Sambal Bu Rudy;Makanan & Minuman;153600.0;26;0;2.7;2025-10-31;Sulawesi Selatan;SELLER_002_2;4;10;0;3993600.0;Rp 153.600;Rp 3.993.600
PROD_0002;Sambal Bu Rudy;Makanan & Minuman;154100.0;18;0;3.1;2025-11-01;Sulawesi Selatan;SELLER_002_2;5;11;1;2773800.0;Rp 154.100;Rp 2.773.800
PROD_0002;Sambal Bu Rudy;Makanan & Minuman;150200.0;19;0;3.4;2025-11-02;Jawa Barat;SELLER_002_1;6;11;1;2853800.0;Rp 150.200;Rp 2.853.800
PROD_0002;Sambal Bu Rudy;Makanan & Minuman;142100.0;20;15;2.8;2025-11-03;Jawa Timur;SELLER_002_2;0;11;0;2415700.0;Rp 142.100;Rp 2.415.700
PROD_0002;Sambal Bu Rudy;Makanan & Minuman;145500.0;13;0;3.1;2025-11-04;Jakarta;SELLER_002_2;1;11;0;1891500.0;Rp 145.500;Rp 1.891.500
PROD_0002;Sambal Bu Rudy;Makanan & Minuman;149000.0;20;5;3.3;2025-11-05;Sumatera Utara;SELLER_002_1;2;11;0;2831000.0;Rp 149.000;Rp 2.831.000
PROD_0002;Sambal Bu Rudy;Makanan & Minuman;140500.0;14;0;3.2;2025-11-06;Bali;SELLER_002_1;3;11;0;1967000.0;Rp 140.500;Rp 1.967.000
PROD_0002;Sambal Bu Rudy;Makanan & Minuman;140600.0;22;5;3.0;2025-11-07;Jawa Tengah;SELLER_002_2;4;11;0;2938500.0;Rp 140.600;Rp 2.938.500
PROD_0002;Sambal Bu Rudy;Makanan & Minuman;147900.0;23;0;2.5;2025-11-08;Jakarta;SELLER_002_1;5;11;1;3401700.0;Rp 147.900;Rp 3.401.700
PROD_0002;Sambal Bu Rudy;Makanan & Minuman;144800.0;18;0;3.3;2025-11-09;Jawa Barat;SELLER_002_1;6;11;1;2606400.0;Rp 144.800;Rp 2.606.400
PROD_0002;Sambal Bu Rudy;Makanan & Minuman;148400.0;32;10;3.7;2025-11-10;Bali;SELLER_002_1;0;11;0;4273900.0;Rp 148.400;Rp 4.273.900
PROD_0002;Sambal Bu Rudy;Makanan & Minuman;142700.0;20;0;3.4;2025-11-11;Kalimantan Timur;SELLER_002_2;1;11;0;2854000.0;Rp 142.700;Rp 2.854.000
PROD_0002;Sambal Bu Rudy;Makanan & Minuman;147400.0;17;0;4.1;2025-11-12;Bali;SELLER_002_2;2;11;0;2505800.0;Rp 147.400;Rp 2.505.800
PROD_0002;Sambal Bu Rudy;Makanan & Minuman;150900.0;21;20;3.6;2025-11-13;Jakarta;SELLER_002_3;3;11;0;2535100.0;Rp 150.900;Rp 2.535.100
PROD_0002;Sambal Bu Rudy;Makanan & Minuman;153900.0;18;0;3.9;2025-11-14;Jakarta;SELLER_002_3;4;11;0;2770200.0;Rp 153.900;Rp 2.770.200
PROD_0002;Sambal Bu Rudy;Makanan & Minuman;151600.0;29;0;3.4;2025-11-15;Jawa Tengah;SELLER_002_2;5;11;1;4396400.0;Rp 151.600;Rp 4.396.400
PROD_0002;Sambal Bu Rudy;Makanan & Minuman;141600.0;27;0;3.4;2025-11-16;Sulawesi Selatan;SELLER_002_2;6;11;1;3823200.0;Rp 141.600;Rp 3.823.200
PROD_0002;Sambal Bu Rudy;Makanan & Minuman;154400.0;19;0;3.6;2025-11-17;Bali;SELLER_002_3;0;11;0;2933600.0;Rp 154.400;Rp 2.933.600
PROD_0002;Sambal Bu Rudy;Makanan & Minuman;144200.0;22;0;2.9;2025-11-18;Kalimantan Timur;SELLER_002_2;1;11;0;3172400.0;Rp 144.200;Rp 3.172.400
PROD_0002;Sambal Bu Rudy;Makanan & Minuman;151200.0;15;0;3.3;2025-11-19;Jawa Timur;SELLER_002_2;2;11;0;2268000.0;Rp 151.200;Rp 2.268.000
PROD_0002;Sambal Bu Rudy;Makanan & Minuman;150500.0;13;0;4.0;2025-11-20;Jawa Tengah;SELLER_002_2;3;11;0;1956500.0;Rp 150.500;Rp 1.956.500
PROD_0002;Sambal Bu Rudy;Makanan & Minuman;145300.0;18;0;2.5;2025-11-21;Jawa Barat;SELLER_002_1;4;11;0;2615400.0;Rp 145.300;Rp 2.615.400
PROD_0002;Sambal Bu Rudy;Makanan & Minuman;151000.0;20;0;4.4;2025-11-22;Sulawesi Selatan;SELLER_002_3;5;11;1;3020000.0;Rp 151.000;Rp 3.020.000
PROD_0002;Sambal Bu Rudy;Makanan & Minuman;143800.0;19;0;3.4;2025-11-23;Sulawesi Selatan;SELLER_002_3;6;11;1;2732200.0;Rp 143.800;Rp 2.732.200
PROD_0002;Sambal Bu Rudy;Makanan & Minuman;140600.0;21;0;3.4;2025-11-24;Jawa Barat;SELLER_002_1;0;11;0;2952600.0;Rp 140.600;Rp 2.952.600
PROD_0002;Sambal Bu Rudy;Makanan & Minuman;140400.0;16;0;3.8;2025-11-25;Jawa Tengah;SELLER_002_1;1;11;0;2246400.0;Rp 140.400;Rp 2.246.400
PROD_0002;Sambal Bu Rudy;Makanan & Minuman;151100.0;11;0;3.0;2025-11-26;Sulawesi Selatan;SELLER_002_3;2;11;0;1662100.0;Rp 151.100;Rp 1.662.100
PROD_0002;Sambal Bu Rudy;Makanan & Minuman;143100.0;16;0;3.0;2025-11-27;Sulawesi Selatan;SELLER_002_3;3;11;0;2289600.0;Rp 143.100;Rp 2.289.600
PROD_0002;Sambal Bu Rudy;Makanan & Minuman;153900.0;23;0;3.8;2025-11-28;Jawa Barat;SELLER_002_3;4;11;0;3539700.0;Rp 153.900;Rp 3.539.700
PROD_0002;Sambal Bu Rudy;Makanan & Minuman;153700.0;20;5;3.9;2025-11-29;Jawa Barat;SELLER_002_3;5;11;1;2920300.0;Rp 153.700;Rp 2.920.300
PROD_0002;Sambal Bu Rudy;Makanan & Minuman;154300.0;19;0;3.4;2025-11-30;Sulawesi Selatan;SELLER_002_1;6;11;1;2931700.0;Rp 154.300;Rp 2.931.700
PROD_0002;Sambal Bu Rudy;Makanan & Minuman;163900.0;19;0;3.2;2025-12-01;Jawa Timur;SELLER_002_3;0;12;0;3114100.0;Rp 163.900;Rp 3.114.100
PROD_0002;Sambal Bu Rudy;Makanan & Minuman;167300.0;28;0;4.0;2025-12-02;Bali;SELLER_002_3;1;12;0;4684400.0;Rp 167.300;Rp 4.684.400
